"us_cit","disability","gender","black","marriage_sit","education","birth_12m","native_eng","worker_type","earnings","hours","children","age","fullownership"
"yes","not disabled","female","non-black","never married",21,"no","yes","public",58000,45,0,54,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","public",60000,40,1,40,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",24000,30,1,43,"no"
"yes","disabled","male","non-black","never married",22,"no","yes","public",40000,40,0,32,"no"
"yes","not disabled","male","non-black","married",22,"no","no","private, profit",43000,40,1,31,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",90000,40,0,53,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",37500,40,0,25,"no"
"yes","disabled","male","non-black","married",22,"no","yes","public",120000,50,2,44,"no"
"no","not disabled","male","non-black","married",21,"no","no","public",29000,40,2,56,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",110000,45,0,59,"yes"
"yes","not disabled","male","non-black","married",20,"no","yes","self_employed",574000,55,0,52,"no"
"yes","not disabled","female","non-black","never married",19,"no","no","private, non profit",3000,20,NA,25,"no"
"no","not disabled","male","non-black","married",15,"no","no","private, profit",37000,48,0,59,"no"
"yes","disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",2800,24,0,59,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",69000,52,0,44,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","public",33800,40,3,36,"yes"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",46800,40,2,43,"no"
"no","not disabled","female","non-black","Separated/divorced",20,"no","no","private, profit",25000,40,0,61,"yes"
"yes","not disabled","female","non-black","Separated/divorced",24,"no","yes","public",115000,40,0,40,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",81000,32,1,43,"no"
"yes","not disabled","male","black","never married",16,"no","yes","private, profit",50000,40,0,53,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",72000,55,1,32,"no"
"yes","not disabled","male","non-black","never married",19,"no","no","private, profit",61000,10,2,25,"no"
"no","not disabled","female","non-black","never married",22,"no","no","public",105000,45,0,37,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","public",38000,40,0,29,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",100000,45,1,31,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",50000,40,0,28,"yes"
"no","not disabled","male","non-black","married",22,"no","yes","self_employed",60000,40,3,47,"yes"
"yes","not disabled","male","black","never married",21,"no","yes","private, profit",80000,45,0,31,"no"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",20000,50,0,42,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","private, profit",70000,50,0,65,"yes"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",90000,40,0,46,"yes"
"no","not disabled","female","non-black","married",9,"no","no","private, profit",5000,60,0,53,"yes"
"yes","not disabled","male","non-black","married",21,"no","no","public",50000,50,1,53,"no"
"no","not disabled","male","non-black","never married",19,"no","yes","private, profit",20000,34,0,27,"yes"
"yes","not disabled","female","non-black","married",20,"yes","yes","private, profit",2400,40,2,27,"no"
"yes","not disabled","female","black","married",16,"no","yes","private, profit",22000,20,5,33,"no"
"yes","not disabled","female","non-black","never married",22,"no","yes","public",75000,40,0,36,"no"
"yes","not disabled","female","non-black","never married",20,"no","yes","private, profit",70000,38,0,55,"no"
"no","not disabled","male","non-black","never married",19,"no","no","self_employed",42000,40,0,49,"no"
"yes","not disabled","female","black","Separated/divorced",22,"no","yes","private, profit",120000,38,2,55,"yes"
"yes","disabled","female","black","never married",19,"no","yes","private, profit",30000,40,0,27,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","public",85000,40,0,39,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","public",47000,40,0,54,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",119000,45,2,38,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",11300,35,0,60,"yes"
"yes","not disabled","female","non-black","Separated/divorced",20,"no","yes","public",40000,40,0,41,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","private, profit",50000,40,0,60,"yes"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",21600,40,0,53,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","public",32000,40,0,37,"yes"
"yes","not disabled","male","non-black","married",18,"no","yes","self_employed",45000,40,0,35,"no"
"no","not disabled","male","non-black","married",24,"no","no","public",100000,40,0,67,"no"
"yes","disabled","female","non-black","Separated/divorced",22,"no","yes","private, profit",15000,40,0,67,"yes"
"no","not disabled","male","non-black","married",16,"no","no","private, profit",65000,51,0,44,"no"
"no","not disabled","female","non-black","married",13,"no","no","private, profit",50000,75,0,63,"yes"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",16000,10,0,26,"no"
"yes","not disabled","female","non-black","never married",22,"no","yes","private, profit",45000,40,0,49,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",606000,45,2,54,"no"
"no","not disabled","female","black","married",20,"no","yes","private, non profit",35000,38,0,62,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",136000,40,0,57,"no"
"yes","not disabled","male","non-black","Separated/divorced",20,"no","yes","private, profit",20000,40,0,67,"no"
"no","disabled","male","non-black","widowned",23,"no","no","self_employed",36900,40,0,66,"no"
"yes","not disabled","female","black","Separated/divorced",1,"no","yes","public",190000,45,0,52,"no"
"no","not disabled","male","non-black","married",23,"no","yes","private, profit",350000,40,0,60,"yes"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",38700,40,0,29,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","public",70000,40,2,37,"no"
"no","not disabled","male","non-black","married",19,"no","no","private, profit",40000,40,0,60,"no"
"yes","not disabled","male","non-black","never married",21,"no","no","private, profit",177000,40,0,25,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","public",27000,40,0,33,"no"
"yes","not disabled","female","black","never married",21,"no","no","private, non profit",76000,38,0,28,"no"
"no","not disabled","male","non-black","never married",22,"no","yes","private, profit",142000,40,0,49,"yes"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",90000,40,2,44,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, profit",90000,40,0,27,"yes"
"yes","not disabled","female","non-black","married",1,"no","yes","private, profit",59000,40,0,46,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",68000,40,0,60,"no"
"yes","not disabled","male","black","never married",14,"no","yes","private, profit",80000,40,0,39,"no"
"no","not disabled","female","non-black","never married",16,"no","no","private, profit",20000,40,1,37,"yes"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",38000,40,0,38,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",300,25,2,33,"no"
"no","not disabled","female","non-black","Separated/divorced",16,"no","no","private, profit",32100,40,0,43,"no"
"no","not disabled","female","non-black","married",12,"no","no","public",12000,40,1,43,"yes"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",15000,30,0,54,"no"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",150000,40,0,51,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",229000,60,4,42,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","self_employed",12000,30,0,67,"no"
"yes","not disabled","male","non-black","Separated/divorced",19,"no","yes","private, profit",60000,45,3,61,"no"
"yes","not disabled","female","black","Separated/divorced",22,"no","yes","private, profit",127000,40,0,56,"no"
"yes","not disabled","male","non-black","Separated/divorced",24,"no","yes","private, non profit",161000,40,0,48,"no"
"yes","not disabled","male","non-black","never married",22,"no","yes","private, profit",38000,40,0,33,"no"
"no","not disabled","female","non-black","Separated/divorced",19,"no","yes","public",38000,40,0,67,"yes"
"yes","not disabled","male","non-black","married",24,"no","yes","public",150000,80,1,42,"no"
"yes","not disabled","male","non-black","never married",22,"no","yes","public",54000,25,0,36,"no"
"no","not disabled","male","non-black","married",23,"no","yes","private, non profit",147000,50,0,60,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","public",85000,50,1,39,"no"
"no","not disabled","female","non-black","married",21,"no","no","private, profit",135000,50,0,55,"yes"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",49100,45,0,31,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",60000,32,0,55,"yes"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",45000,40,0,35,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","public",48000,40,0,29,"no"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",58000,40,0,25,"no"
"no","not disabled","male","non-black","never married",12,"no","no","private, profit",20000,50,2,40,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, non profit",75000,40,0,56,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",105000,36,0,44,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","self_employed",60000,35,3,40,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","self_employed",75000,30,4,39,"no"
"yes","not disabled","female","black","never married",21,"no","yes","private, profit",95000,38,0,57,"no"
"no","not disabled","male","non-black","never married",20,"no","no","private, profit",42100,40,0,43,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",48000,40,0,25,"yes"
"yes","not disabled","male","black","married",16,"no","yes","private, profit",52000,45,1,37,"no"
"yes","not disabled","male","non-black","never married",15,"no","yes","private, profit",38000,40,2,40,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",62000,40,2,43,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",28300,25,0,29,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, non profit",55000,40,0,26,"no"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",19500,40,0,25,"no"
"yes","not disabled","female","non-black","Separated/divorced",19,"no","yes","private, non profit",42000,42,0,65,"yes"
"yes","disabled","male","non-black","married",21,"no","yes","private, profit",350000,70,2,63,"no"
"yes","not disabled","male","black","Separated/divorced",20,"no","yes","private, profit",60000,56,0,54,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",85000,40,0,61,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",468000,45,4,44,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","self_employed",75000,55,0,36,"yes"
"yes","not disabled","female","non-black","married",22,"no","no","public",80000,40,2,37,"no"
"yes","disabled","female","non-black","never married",16,"no","yes","private, non profit",310,6,NA,43,"no"
"yes","not disabled","female","non-black","Separated/divorced",15,"no","yes","private, non profit",35000,46,0,50,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",2000,40,0,27,"yes"
"yes","not disabled","female","non-black","never married",19,"no","yes","public",93000,40,0,47,"no"
"yes","not disabled","female","non-black","never married",20,"no","yes","public",37000,40,0,55,"no"
"yes","disabled","male","black","never married",16,"no","yes","private, profit",900,2,NA,55,"no"
"yes","not disabled","female","non-black","never married",22,"no","yes","public",140000,40,1,49,"no"
"no","not disabled","male","non-black","never married",16,"no","yes","private, profit",15000,20,0,64,"yes"
"yes","disabled","female","non-black","married",22,"no","yes","public",90000,40,1,51,"yes"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",150000,50,2,46,"no"
"no","not disabled","female","non-black","married",21,"no","yes","private, profit",59000,40,4,32,"no"
"no","not disabled","female","non-black","widowned",21,"no","no","private, profit",76000,40,0,56,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","public",118000,40,0,33,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",14000,40,2,41,"no"
"yes","not disabled","female","non-black","never married",18,"no","yes","private, profit",76000,40,1,29,"yes"
"no","not disabled","female","non-black","married",21,"no","no","public",50000,40,1,36,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",41000,42,0,59,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","public",139000,45,0,58,"no"
"yes","not disabled","female","black","never married",21,"no","yes","private, profit",43000,50,0,28,"no"
"yes","not disabled","female","black","married",18,"no","yes","private, profit",41000,40,1,58,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, non profit",10000,40,NA,53,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",35000,48,0,57,"yes"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",7000,35,2,47,"no"
"yes","disabled","female","non-black","never married",20,"no","yes","private, profit",25000,38,0,27,"no"
"yes","not disabled","female","black","married",18,"no","yes","private, profit",5000,40,0,61,"yes"
"no","not disabled","female","non-black","Separated/divorced",17,"no","yes","private, profit",24000,30,0,50,"no"
"no","not disabled","male","non-black","married",22,"no","no","private, non profit",45000,44,2,40,"yes"
"yes","not disabled","female","non-black","married",19,"no","yes","public",3000,18,2,40,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",38000,30,0,62,"yes"
"no","not disabled","male","non-black","married",21,"no","no","public",118000,40,2,39,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","public",15000,35,0,25,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","self_employed",499000,73,3,52,"yes"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",6000,8,1,48,"no"
"yes","not disabled","female","black","married",22,"no","no","private, profit",60000,40,2,34,"no"
"no","not disabled","female","non-black","married",20,"no","no","private, profit",32000,40,1,49,"no"
"yes","not disabled","male","black","never married",16,"no","yes","private, profit",460,6,NA,49,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","public",160000,40,0,55,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",71000,36,0,32,"yes"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",100000,60,0,55,"no"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",80000,50,1,60,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, non profit",70000,45,0,63,"yes"
"no","not disabled","male","black","married",22,"no","yes","private, profit",140000,40,0,57,"no"
"yes","not disabled","male","non-black","married",18,"no","yes","public",30,25,NA,29,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",25000,40,0,57,"no"
"no","not disabled","female","non-black","married",1,"no","no","private, profit",35000,40,0,50,"yes"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","no","private, profit",95000,50,1,33,"no"
"yes","disabled","male","non-black","Separated/divorced",16,"no","yes","public",70000,40,0,61,"yes"
"yes","not disabled","male","non-black","married",18,"no","yes","private, profit",36000,70,1,29,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","public",60000,88,0,31,"no"
"yes","not disabled","male","non-black","never married",18,"no","yes","private, profit",50000,40,0,27,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","self_employed",60000,40,1,41,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",225000,45,0,36,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, non profit",45000,35,2,43,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",60000,40,2,28,"no"
"yes","not disabled","female","non-black","never married",21,"no","no","public",5000,40,1,30,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",89000,40,0,29,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",41000,50,0,25,"yes"
"yes","not disabled","female","non-black","married",16,"no","yes","self_employed",20000,60,0,58,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","self_employed",535000,50,4,51,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",88000,40,0,52,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",110000,40,0,28,"no"
"yes","not disabled","female","non-black","married",21,"yes","yes","public",20,4,2,27,"no"
"yes","not disabled","female","non-black","married",13,"no","yes","public",32000,43,0,44,"no"
"yes","not disabled","male","black","married",21,"no","yes","private, profit",100000,40,3,35,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, non profit",45000,40,1,34,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",16000,40,0,29,"no"
"yes","disabled","male","non-black","married",19,"no","yes","self_employed",30000,55,0,48,"no"
"yes","not disabled","female","non-black","married",22,"no","no","public",70000,7,0,57,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",275000,50,0,59,"yes"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",47000,40,1,36,"no"
"yes","disabled","male","black","Separated/divorced",19,"no","yes","private, profit",9400,20,0,43,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",80000,40,0,57,"yes"
"no","not disabled","male","non-black","never married",21,"no","no","private, profit",86000,40,0,25,"no"
"yes","disabled","male","non-black","married",16,"no","yes","private, profit",37100,32,0,66,"no"
"yes","not disabled","female","non-black","Separated/divorced",19,"no","yes","private, profit",32000,40,0,44,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","public",36000,40,2,49,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","private, profit",100000,40,2,35,"yes"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",75000,40,2,49,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","public",80000,40,1,58,"no"
"yes","not disabled","female","black","never married",16,"no","yes","private, profit",36000,40,0,65,"no"
"no","not disabled","male","non-black","married",1,"no","no","private, profit",62000,55,0,56,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","self_employed",85000,50,0,54,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","self_employed",50000,50,3,34,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",115000,45,2,38,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",121000,40,2,38,"no"
"yes","not disabled","female","non-black","married",13,"no","yes","public",75000,40,2,41,"yes"
"yes","disabled","female","non-black","never married",10,"no","no","public",1300,28,NA,32,"no"
"yes","disabled","male","non-black","married",21,"no","yes","private, profit",100000,50,3,43,"no"
"no","not disabled","female","non-black","married",24,"no","no","private, profit",280000,50,2,52,"yes"
"no","not disabled","male","non-black","never married",20,"no","no","private, profit",6300,40,0,32,"no"
"no","not disabled","female","non-black","married",21,"no","no","private, profit",17000,40,0,26,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",24000,40,1,56,"no"
"yes","not disabled","female","non-black","never married",22,"no","yes","private, profit",50000,40,0,29,"no"
"no","not disabled","female","non-black","married",19,"no","yes","private, profit",16000,30,0,37,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",54000,40,2,45,"yes"
"yes","not disabled","female","black","Separated/divorced",16,"no","yes","public",8600,60,1,36,"yes"
"no","not disabled","female","non-black","never married",19,"no","no","private, profit",55000,40,0,37,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",240000,40,1,51,"yes"
"yes","not disabled","female","non-black","married",22,"yes","yes","private, profit",38000,40,1,31,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",10000,4,3,35,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",130000,5,0,53,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",56000,30,0,52,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",235000,60,0,52,"yes"
"no","not disabled","female","black","never married",20,"no","yes","private, non profit",38600,40,1,51,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",42000,40,0,54,"no"
"yes","not disabled","male","non-black","Separated/divorced",20,"no","yes","private, profit",100000,50,0,42,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",75000,50,1,51,"yes"
"yes","not disabled","female","non-black","married",9,"no","yes","public",36500,35,1,51,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","public",35000,40,0,67,"yes"
"yes","not disabled","female","non-black","married",23,"no","yes","private, profit",48000,40,3,38,"no"
"yes","not disabled","male","non-black","Separated/divorced",17,"no","no","private, profit",21600,36,0,67,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",177000,50,0,56,"no"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",300000,40,2,45,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",80000,40,2,39,"no"
"yes","not disabled","female","non-black","never married",18,"no","yes","private, profit",12000,15,0,43,"no"
"no","not disabled","male","non-black","never married",16,"no","no","private, profit",35000,40,0,33,"no"
"yes","not disabled","female","non-black","married",23,"no","yes","public",150000,40,1,54,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",100000,40,2,46,"yes"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",45000,50,4,42,"no"
"yes","not disabled","male","non-black","never married",20,"no","no","private, profit",45000,32,0,31,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","self_employed",48000,40,1,49,"no"
"yes","not disabled","male","black","married",16,"no","yes","private, profit",45000,40,0,62,"yes"
"yes","disabled","female","non-black","married",16,"no","yes","private, profit",35000,40,0,44,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","private, profit",325000,60,0,56,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",16000,40,1,42,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",55000,45,0,49,"yes"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",175000,70,1,38,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",35000,40,0,39,"yes"
"yes","disabled","male","non-black","married",18,"no","yes","private, profit",34000,32,0,66,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",40000,55,0,62,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, non profit",25000,45,0,42,"no"
"yes","not disabled","male","black","married",17,"no","yes","private, non profit",40000,40,2,40,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",61000,40,3,29,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",150000,45,4,50,"yes"
"yes","not disabled","female","non-black","married",17,"no","yes","private, profit",9000,32,3,38,"yes"
"yes","not disabled","female","black","never married",12,"no","yes","private, non profit",2500,4,0,27,"no"
"yes","not disabled","male","non-black","married",21,"no","no","private, profit",20000,40,2,39,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",80000,40,0,54,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",190000,40,0,56,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","private, profit",160000,40,4,41,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",32000,25,0,53,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",117000,45,0,44,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",51000,40,0,36,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","public",45000,45,3,43,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","public",68000,40,1,48,"no"
"yes","not disabled","male","black","never married",16,"no","yes","public",60000,40,0,50,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","public",30900,40,0,59,"yes"
"no","not disabled","male","non-black","married",17,"no","no","private, profit",23000,40,0,63,"no"
"no","not disabled","female","non-black","Separated/divorced",19,"no","no","private, profit",23200,40,1,63,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",100000,50,1,45,"yes"
"yes","disabled","female","non-black","married",18,"no","yes","public",1200,7,0,65,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",26400,38,NA,46,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",30000,45,0,33,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",125000,40,0,61,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",200000,44,2,39,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",66000,40,0,55,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",100000,50,0,45,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",87000,50,0,39,"no"
"no","not disabled","male","non-black","married",9,"no","no","private, profit",39000,40,0,60,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",14000,16,3,30,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","private, non profit",60000,45,0,54,"no"
"yes","disabled","female","non-black","married",20,"no","yes","private, profit",62000,45,1,44,"no"
"no","not disabled","female","non-black","married",9,"no","no","private, profit",30000,40,0,28,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",50000,40,0,47,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","public",85000,50,1,41,"no"
"yes","not disabled","male","black","married",21,"no","yes","public",75000,40,0,27,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","public",25000,36,3,41,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, non profit",41600,40,0,66,"yes"
"no","not disabled","male","non-black","married",21,"no","no","public",65000,40,2,38,"yes"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",50000,50,0,31,"no"
"yes","not disabled","male","non-black","Separated/divorced",18,"no","yes","private, profit",55000,40,0,55,"no"
"yes","not disabled","female","black","married",16,"no","yes","private, profit",90000,60,2,52,"no"
"no","not disabled","male","non-black","never married",17,"no","no","private, profit",57000,40,2,27,"no"
"yes","not disabled","female","black","Separated/divorced",15,"no","yes","private, non profit",10000,40,0,48,"no"
"yes","not disabled","male","non-black","married",18,"no","yes","private, profit",40000,40,1,39,"no"
"yes","not disabled","male","black","Separated/divorced",16,"no","yes","private, profit",85000,42,0,48,"no"
"yes","not disabled","female","non-black","never married",16,"no","yes","private, profit",37000,40,0,28,"no"
"no","disabled","male","non-black","never married",16,"no","yes","private, profit",22000,38,0,27,"no"
"yes","disabled","female","non-black","married",16,"yes","yes","private, profit",34000,50,NA,38,"no"
"no","not disabled","female","black","married",15,"no","yes","private, profit",123000,40,2,36,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",14000,20,0,26,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",200000,50,2,42,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",65000,40,0,34,"no"
"yes","disabled","male","non-black","never married",20,"no","yes","private, profit",85000,44,0,48,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","public",60000,40,1,50,"no"
"yes","not disabled","male","non-black","married",15,"no","yes","private, profit",50000,70,2,49,"no"
"no","not disabled","male","non-black","never married",21,"no","no","public",12500,20,0,26,"yes"
"no","not disabled","male","black","married",15,"no","no","private, profit",72000,10,0,54,"no"
"yes","not disabled","male","non-black","married",17,"no","yes","public",4900,35,NA,65,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",45000,40,1,28,"no"
"yes","disabled","male","non-black","married",14,"no","yes","private, profit",76000,60,0,65,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, non profit",62000,20,2,45,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","public",110000,40,0,34,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",34900,38,0,28,"no"
"no","not disabled","male","non-black","married",24,"no","no","private, profit",180000,40,0,63,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",23000,40,0,58,"no"
"no","not disabled","male","non-black","married",20,"no","no","private, profit",60000,40,0,50,"no"
"yes","not disabled","female","non-black","Separated/divorced",18,"no","no","private, non profit",88000,38,0,66,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",180000,40,0,48,"yes"
"yes","not disabled","male","non-black","married",15,"no","yes","public",30000,40,0,62,"yes"
"no","not disabled","male","non-black","married",20,"no","yes","self_employed",50000,40,3,53,"yes"
"yes","not disabled","male","non-black","never married",22,"no","yes","private, profit",160000,60,0,40,"no"
"no","not disabled","female","non-black","never married",22,"no","no","public",80000,40,0,34,"yes"
